 timestep, x_true, y_true, z_true, x_sim, y_sim, z_sim, x_da, y_da, z_da, x_obs, y_obs
***,-7.5481533,-1.7355195,32.3234953,6.1017578,0.8652110,30.5689731,4.9807353,0.2762063,29.1826940,None,None
***,-5.0273858,-0.8688630,28.6351191,3.9575180,0.6241224,26.9069376,3.1273588,0.3650140,25.5886189,None,None
***,-3.4053630,-1.0288569,25.2333041,2.7185660,1.0174452,23.6677288,2.0348920,0.7579252,22.3213206,-3.29,-0.94
***,-2.5808695,-1.5839467,22.2588598,2.1763655,1.6376119,20.8601295,1.6534305,1.3385634,19.6224592,None,None
***,-2.3430151,-2.3380114,19.7007954,2.1251822,2.4225307,18.4563672,1.6729531,2.0373000,17.3018567,None,None
***,-2.5429932,-3.3326444,17.5609478,2.4548686,3.4743745,16.4644810,2.0059930,2.9776632,15.3553195,None,None
***,-3.1338819,-4.7243715,15.8988811,3.1582284,4.9800734,14.9597356,2.4705661,4.1557521,13.5923944,-3.16,-4.85
***,-4.1633191,-6.7316047,14.8862091,4.3169404,7.1802304,14.1497649,3.5248264,6.1199343,12.6118146,None,None
***,-5.7487112,-9.5671692,14.9130395,6.0749090,10.2911447,14.5034349,5.1363702,9.0613894,12.5694448,None,None
***,-8.0063884,**********,16.7284738,8.5502177,14.1943691,16.9042720,7.5110405,13.1122076,14.2857591,None,None
***,**********,**********,21.3369815,11.5621201,17.6488983,22.4239404,10.0110505,16.8516890,18.1732440,-10.73,-16.64
***,**********,**********,28.7681604,14.1325782,17.6805929,30.6209394,13.3755815,19.4246845,26.1156903,None,None
***,**********,**********,35.8019691,14.5346653,12.2975994,37.2497954,15.3193158,16.3130687,35.4004909,None,None
***,**********,-6.6995188,37.8799827,12.0669615,5.0247565,38.0250180,14.0313928,8.1207211,39.6343631,None,None
***,-9.1237309,-1.6507619,35.1841439,8.2217241,0.5448614,34.4972366,9.8486107,1.0914681,36.7769475,-9.16,-1.66
***,-5.6844900,0.3038368,30.9687220,4.8254076,-0.8791596,30.0991441,5.7530493,-1.4563863,32.0518200,None,None
***,-3.2487513,0.5249844,27.0031806,2.5562311,-0.8851243,26.1843935,2.8037076,-1.8030231,27.7190073,None,None
***,-1.8288588,0.1876532,23.5880949,1.2731871,-0.5413912,22.8527873,1.0409700,-1.5485483,24.1137409,None,None
***,-1.1240310,-0.2259349,20.6442036,0.6289013,-0.2287189,19.9835490,0.0704808,-1.3509246,21.0696767,None,None
***,-0.8546585,-0.6186482,18.0860420,0.3406866,-0.0105354,17.4864510,-0.4876629,-1.3848548,18.4545954,None,None
***,-0.8489256,-1.0384647,15.8607213,0.2371684,0.1467083,15.3045579,-0.8955797,-1.6854521,16.2011277,None,None
***,-1.0335084,-1.5830621,13.9378332,0.2321151,0.2918989,13.3964897,-1.3249938,-2.2957751,14.2818544,None,None
***,-1.4094673,-2.3847371,12.3102898,0.2921088,0.4721743,11.7288679,-1.9095499,-3.3231607,12.7102955,None,None
***,-2.0402517,-3.6308741,11.0142994,0.4160258,0.7392978,10.2747200,-2.7914059,-4.9666845,11.5763533,None,None
***,-3.0556631,-5.5960025,10.1851882,0.6271306,1.1645858,9.0151638,-4.1566460,-7.5239531,11.1404906,None,None
***,-4.6633332,-8.6470391,10.1924445,0.9755295,1.8605903,7.9459823,-6.2434220,**********,12.0346662,None,None
***,-7.1294908,**********,11.9150255,1.5502356,3.0130746,7.0966564,-9.2439599,**********,15.5349335,None,None
***,**********,**********,17.0119871,2.5018355,4.9256687,6.5833990,**********,**********,23.1985732,None,None
***,**********,**********,26.8422245,4.0738500,8.0572573,6.7518763,**********,**********,33.8228807,None,None
***,**********,**********,37.8175941,6.6147381,12.9168476,8.5215587,**********,**********,40.4293079,None,None
***,**********,-6.2041595,41.4817396,10.4256780,19.2629939,13.9275209,**********,-1.6551110,38.9508847,None,None
***,-9.3592558,1.0613052,37.5632452,15.0080268,23.5900283,25.3872946,-6.5184326,2.1706049,33.8817462,None,None
***,-4.6462136,3.3853359,32.0984017,17.6877552,18.4594961,39.3544753,-2.8892164,2.8896995,29.0913803,None,None
***,-1.4255437,3.5248746,27.6178979,15.2509944,5.3992715,43.9833212,-0.6468519,2.7093532,25.2418862,None,None
***,0.4778985,3.3389731,24.1104826,9.2634500,-3.3071861,38.8679540,0.6422984,2.6066091,22.0990837,None,None
***,1.6181071,3.4756047,21.2753796,3.6843525,-5.6304552,32.6415530,1.4574384,2.8691973,19.4783599,None,None
***,2.4661792,4.1079182,18.9837829,-0.0013021,-5.6048391,28.1284555,2.1493550,3.5847595,17.3194777,None,None
***,3.3495852,5.3184991,17.2536756,-2.1615023,-5.4503159,24.9250258,2.9631966,4.8483306,15.6597263,None,None
***,4.5044614,7.2184009,16.2478243,-3.5113485,-5.8052364,22.5712227,4.0987574,6.8205648,14.6645393,None,None
***,6.1189720,9.9053557,16.3457527,-4.6013715,-6.7801830,20.9497999,5.7481709,9.6803969,14.7307292,None,None
***,8.3029000,13.2150965,18.2260024,-5.7752790,-8.3522713,20.1710211,8.0625421,13.3731680,16.6309442,None,None
***,10.9055799,16.1616656,22.6566712,-7.2133962,**********,20.5083137,10.9490892,16.9394570,21.4007300,None,None
***,13.1819593,16.5477716,29.3167086,-8.9260502,**********,22.3080198,13.6309232,17.7859353,29.0317423,None,None
***,13.8160790,12.6970914,35.2084778,**********,**********,25.6607536,14.5160436,13.4894603,36.1145120,None,None
***,12.0967734,6.7008814,36.7685793,**********,**********,29.7752779,12.6027684,6.4086683,38.0175398,None,None
***,8.9554046,2.3442867,34.3271044,**********,**********,32.8467179,8.9841968,1.3916398,35.1435871,None,None
***,5.9098627,0.5929547,30.4982698,**********,-7.1128874,33.4498629,5.5155693,-0.4830130,30.8566141,None,None
***,3.7443365,0.3946354,26.7837389,-8.6576427,-4.4972972,31.8540662,3.0860873,-0.6631221,26.8784106,None,None
***,2.5007658,0.7902238,23.5198258,-6.7219432,-3.2967996,29.2359640,1.6768886,-0.3261460,23.4670937,None,None
***,1.9485479,1.3754987,20.6923959,-5.3202299,-3.1692047,26.4684318,0.9719009,0.0579254,20.5291954,None,None
***,1.8703075,2.0914225,18.2609417,-4.5673379,-3.6828106,23.9379712,0.6854582,0.3957289,17.9749802,None,None
***,2.1485854,3.0363767,16.2193450,-4.4068563,-4.6224515,21.8077545,0.6413770,0.7289489,15.7482391,None,None
***,2.7692394,4.3896803,14.6180921,-4.7632506,-5.9620256,20.2098168,0.7591791,1.1393671,13.8125898,None,None
***,3.8078285,6.3924785,13.6175640,-5.6016794,-7.7572393,19.3424044,1.0270068,1.7320245,12.1477729,None,None
***,5.4123695,9.3063058,13.6051575,-6.9168081,**********,19.5298022,1.4867204,2.6523469,10.7591500,None,None
***,7.7460564,13.1934059,15.3787181,-8.6573188,**********,21.2097887,2.2352973,4.1189255,9.7083962,None,None
***,10.7758093,17.2253496,20.1429364,**********,**********,24.6591939,3.4396323,6.4577434,9.1932365,None,None
***,13.7719619,18.6793893,28.2696381,**********,**********,29.2706002,5.3506196,10.0801731,9.7376760,None,None
***,14.9948355,14.4348641,36.3696121,**********,**********,33.0835354,8.2535299,15.1651406,12.5484067,None,None
***,13.1215726,6.6174680,38.8951912,**********,-7.4334578,34.1803833,12.1409687,20.4143392,19.6282018,None,None
***,9.2263635,0.9440403,35.9065630,-8.9710907,-4.3174484,32.6335688,15.8002616,21.0962219,31.3610151,None,None
***,5.4281627,-1.1529011,31.3318415,-6.7735588,-2.8331521,29.8279799,16.3994302,12.9360327,40.9874376,None,None
***,2.7597555,-1.3703166,27.1728845,-5.1404938,-2.5867665,26.8301475,12.6740598,2.3363988,41.0518150,None,None
***,1.1923935,-1.0818668,23.6706243,-4.2144447,-3.0324915,24.0778385,7.2839095,-2.9776254,35.6365901,None,None
***,0.3556334,-0.8314196,20.6833532,-3.9205230,-3.8907196,21.7182876,2.9274949,-4.1007821,30.3413723,None,None
***,-0.0880529,-0.7490058,18.0974923,-4.1577411,-5.1206489,19.8484909,0.1817138,-3.9600429,26.2857947,None,None
***,-0.3621358,-0.8410672,15.8471617,-4.8787830,-6.8048345,18.6228159,-1.4232312,-3.9016167,23.1333635,None,None
***,-0.6019064,-1.1111719,13.8910600,-6.0928839,-9.0310083,18.3259299,-2.4692352,-4.3176728,20.6252162,None,None
***,-0.8983879,-1.6020795,12.2044196,-7.8102199,**********,19.4224119,-3.3885904,-5.3131442,18.7104390,None,None
***,-1.3356561,-2.4160556,10.7851539,-9.9049967,**********,22.4354562,-4.4743308,-6.9612391,17.5007547,None,None
***,-2.0217058,-3.7383612,9.6785422,**********,**********,27.3095553,-5.9327873,-9.3230505,17.2966343,None,None
***,-3.1180298,-5.8667942,9.0432707,**********,**********,32.3856599,-7.8826877,**********,18.6414964,None,None
***,-4.8648640,-9.2085452,9.3138531,**********,-8.9228116,34.9585452,**********,**********,22.1840583,None,None
***,-7.5595843,**********,11.5329094,-9.9542895,-4.8033960,34.1128214,**********,**********,27.8559623,None,None
***,**********,**********,17.6297501,-7.3784759,-2.5270661,31.2808130,**********,**********,33.5283115,None,None
***,**********,**********,28.8024410,-5.2914493,-1.8801150,27.9937805,**********,-8.2122641,35.9523875,None,None
***,**********,**********,39.8530687,-3.9821958,-2.1253816,24.9154353,-9.6867088,-3.7629951,34.4940026,None,None
***,**********,-4.0664273,41.8583770,-3.3863593,-2.8077489,22.2189201,-6.8205895,-1.5857229,31.1586373,None,None
***,-8.3155718,2.4880857,36.8706384,-3.3598490,-3.8010651,19.9580397,-4.6201127,-1.1058599,27.6000910,None,None
***,-3.6047057,4.1691727,31.3219348,-3.8108899,-5.1715997,18.2115191,-3.2896704,-1.4243384,24.3758621,None,None
***,-0.5377006,4.1187632,27.0370589,-4.7306588,-7.0688304,17.1540079,-2.6866046,-2.0739235,21.5697981,None,None
***,1.2590308,4.0004349,23.7480856,-6.1718668,-9.6171035,17.1373203,-2.6242363,-2.9506705,19.1834046,None,None
***,2.3897332,4.3271510,21.1460017,-8.1727472,**********,18.7582429,-2.9934513,-4.1409966,17.2492448,None,None
***,3.3241980,5.2283101,19.1457627,**********,**********,22.6752685,-3.7840059,-5.8244343,15.8801438,None,None
***,4.3800209,6.7713810,17.8345656,**********,**********,28.6480603,-5.0694545,-8.2120830,15.3455388,None,None
***,5.7757236,9.0136655,17.4812430,**********,**********,34.2034954,-6.9622212,**********,16.1930960,None,None
***,7.6417004,11.8572018,18.5857613,**********,-7.4910176,36.1151622,-9.4815504,**********,19.2979968,None,None
***,9.9207157,14.6697181,21.7790861,-9.3031790,-3.2261742,34.2263036,**********,**********,25.2920793,None,None
***,12.1349185,15.8863748,27.1259103,-6.4341245,-1.3075129,30.7301401,**********,**********,32.6822400,None,None
***,13.2797130,13.7657506,32.8247489,-4.3124299,-0.9793991,27.1562881,**********,-9.9468526,37.1644884,None,None
***,12.4774126,8.8973914,35.6969089,-3.0677059,-1.3551606,23.9567273,**********,-3.9356230,36.4498360,None,None
***,10.0383995,4.3285660,34.6856825,-2.5281156,-2.0165667,21.1800577,-7.3191298,-0.7289560,32.8064342,None,None
***,7.2032201,1.9059316,31.5483539,-2.5051606,-2.8907945,18.8196953,-4.4902740,0.1311798,28.7624363,None,None
***,4.9401869,1.2648305,28.0272551,-2.8970555,-4.0790179,16.9057874,-2.6903691,-0.0365114,25.1562183,None,None
***,3.5298339,1.5168784,24.7890952,-3.7021813,-5.7693166,15.5500098,-1.7393603,-0.4901509,22.0404385,None,None
***,2.8643387,2.1507986,21.9601328,-5.0027974,-8.1827518,15.0236346,-1.3557843,-1.0031022,19.3412504,None,None
***,2.7626426,3.0304826,19.5532103,-6.9215111,**********,15.8863584,-1.3381645,-1.5899840,17.0069264,None,None
***,3.1100194,4.2260696,17.6048657,-9.4888884,**********,19.0498564,-1.5932547,-2.3621293,15.0177559,None,None
***,3.8881323,5.9073947,16.2305401,**********,**********,25.2040632,-2.1206709,-3.4879511,13.3949154,None,None
***,5.1616399,8.2739440,15.6997777,**********,**********,32.8331548,-2.9997987,-5.2011551,12.2394075,None,None
***,7.0315742,11.4108283,16.5501590,**********,-9.9185051,37.4329887,-4.3862895,-7.8052733,11.8290832,None,None
***,9.5025155,14.8896489,19.6187124,**********,-3.7340989,36.6351949,-6.4942077,**********,12.8149197,None,None
***,12.1759107,17.0950099,25.4643956,-7.2382273,-0.4925323,32.8710234,-9.4741876,**********,16.4494708,None,None
***,13.9268830,15.5009960,32.5876549,-4.3517444,0.3497010,28.7575504,**********,**********,24.0886811,None,None
***,13.4352924,9.9029049,36.8877892,-2.5223888,0.1765549,25.1192160,**********,**********,34.1700190,None,None
***,10.7460475,4.1031521,36.2128551,-1.5495016,-0.2527722,21.9854158,**********,-9.6323029,40.0161685,None,None
***,7.3708440,0.9694846,32.6875744,-1.1360779,-0.7079043,19.2698883,**********,-1.7218273,38.3483113,None,None
***,4.6169504,0.1085214,28.7255930,-1.0693167,-1.1963974,16.9124342,-6.4322013,1.7962964,33.4541257,None,None
***,2.8607534,0.2757255,25.1638794,-1.2445953,-1.8139748,14.8816121,-3.0015548,2.4529581,28.8021405,None,None
***,1.9414723,0.7561274,22.0766947,-1.6462964,-2.7030238,13.1751935,-0.8892360,2.2600660,25.0023589,None,None
***,1.5949927,1.3311772,19.4044828,-2.3323161,-4.0627856,11.8428313,0.3107517,2.1135260,21.8583927,None,None
***,1.6332723,2.0240071,17.1065870,-3.4328205,-6.1735429,11.0499681,1.0431106,2.2762204,19.2022120,None,None
***,1.9759748,2.9615803,15.1792095,-5.1530785,-9.3793071,11.2255188,1.6310831,2.8219871,16.9652427,None,None
***,2.6384471,4.3358438,13.6749645,-7.7315786,**********,13.3309861,2.2974520,3.8307953,15.1519461,None,None
***,3.7193760,6.4037465,12.7614945,**********,**********,18.9820603,3.2235520,5.4565935,13.8570068,None,None
***,5.3891159,9.4523751,12.8518483,**********,**********,28.8902863,4.5969434,7.9272727,13.3462119,None,None
***,7.8342840,13.5624156,14.8164115,**********,**********,38.5032180,6.6190422,11.4256345,14.2180341,None,None
***,11.0274230,17.8266560,19.9962250,**********,-5.0078286,40.5662246,9.4007753,15.6298736,17.5549518,None,None
***,14.1605044,19.1922689,28.7833206,-8.6136197,1.0829117,36.3667819,12.5963197,18.6937750,24.4075111,None,None
***,15.3043560,14.2822009,37.2612194,-4.3171946,2.8863669,31.1910103,14.8550808,17.0740051,33.3224591,None,None
***,13.1030361,5.8607834,39.4244497,-1.4509936,2.9234236,26.9180312,14.3370784,10.0202386,38.7528028,None,None
***,8.8971184,0.1623663,35.9302721,0.2240238,2.7300644,23.4885534,11.0146707,2.8425204,37.6725030,None,None
***,4.9598804,-1.7535482,31.1389124,1.2186204,2.8307566,20.6559142,6.9302709,-0.6711619,33.3335429,None,None
***,2.2635158,-1.8772497,26.9456812,1.9517052,3.3665480,18.3087983,3.7140293,-1.4694396,28.8859757,None,None
***,0.6901290,-1.6134499,23.4676271,2.7137754,4.4177014,16.4469333,1.6998898,-1.2919528,25.1075122,None,None
***,-0.1808640,-1.4832400,20.5232433,3.7218888,6.1150270,15.1832016,0.5869997,-1.0038168,21.9150461,None,None
***,-0.7122928,-1.6156129,17.9951907,5.1707879,8.6341396,14.8174879,-0.0035374,-0.8665774,19.1681868,None,None
***,-1.1490968,-2.0467278,15.8288854,7.2323710,12.0344121,15.9712434,-0.3483874,-0.9205669,16.7834406,None,None
***,-1.6580595,-2.8422390,14.0127721,9.9272299,15.7595656,19.6175884,-0.6198571,-1.1692231,14.7122269,None,None
***,-2.3815760,-4.1447270,12.5915527,12.7661497,17.8200643,26.3138653,-0.9292435,-1.6472843,12.9265439,None,None
***,-3.4825100,-6.1935994,11.7244060,14.4061719,15.3604185,33.9838974,-1.3695466,-2.4482901,11.4222750,None,None
***,-5.1711245,-9.2964964,11.8223119,13.4515908,8.8176451,37.8392696,-2.0505944,-3.7477622,10.2423415,None,None
***,-7.6755771,**********,13.7925913,10.2710709,2.8724892,36.2925715,-3.1304435,-5.8299011,9.5397925,None,None
***,**********,**********,19.1352116,6.6654316,0.0710961,32.2692602,-4.8406358,-9.0824973,9.7314951,None,None
***,**********,**********,28.5177394,3.8982334,-0.5247685,28.1627494,-7.4659385,**********,11.8090284,None,None
***,**********,**********,37.8235615,2.1976379,-0.2804035,24.5860523,**********,**********,17.6002739,None,None
***,**********,-5.6074754,40.1912840,1.3105835,0.1360609,21.5101202,**********,**********,28.3044377,None,None
***,-8.8742283,0.4917229,36.3697626,0.9358080,0.5432574,18.8420836,**********,**********,39.2161685,None,None
***,-4.6765155,2.4366353,31.3215910,0.8688633,0.9615682,16.5210566,**********,-4.7041373,41.6597014,None,None
***,-1.8299620,2.5329505,27.0409823,1.0107360,1.4803770,14.5116735,-8.6146136,1.9957262,37.0034870,None,None
***,-0.1633494,2.3098137,23.5624603,1.3442981,2.2250879,12.8012441,-3.9401482,3.8454293,31.4993313,None,None
***,0.7996285,2.3133115,20.6606369,1.9181428,3.3703345,11.4149717,-0.8544119,3.8455580,27.1589590,None,None
***,1.4618480,2.6878367,18.2156092,2.8464051,5.1704576,10.4623466,0.9554800,3.7002924,23.7943750,None,None
***,2.1017509,3.5012880,16.1993090,4.3190561,7.9745691,10.2513238,2.0738082,3.9575455,21.1025077,None,None
***,2.9231109,4.8699163,14.6667057,6.5933524,12.1137249,11.5310570,2.9669749,4.7601101,18.9834394,None,None
***,4.1120038,6.9874523,13.8069327,9.8573163,17.2941870,15.7987757,3.9543547,6.1853369,17.4975031,None,None
***,5.8652035,10.0624791,14.0691864,13.6982168,20.9840626,24.6794485,5.2630766,8.3223585,16.8740774,None,None
***,8.3405022,14.0211290,16.3332778,16.2196173,18.0130181,35.9588642,7.0530263,11.1676716,17.5800208,None,None
***,11.4096070,17.7092027,21.7531541,14.9388610,8.2245095,41.4140058,9.3427885,14.2809394,20.3110894,None,None
***,14.1430763,18.1123254,30.1229264,10.3760330,0.0036555,38.5379726,11.7790919,16.2556759,25.4776098,None,None
***,14.7517917,12.8470321,37.2619968,5.4993066,-3.0843257,33.0810647,13.4030770,14.9924207,31.7916631,None,None
***,12.3565609,5.2614834,38.4088308,1.9982746,-3.4609566,28.3887600,13.0900646,10.2247759,35.8489141,None,None
***,8.4153852,0.4564063,34.8953861,-0.1067275,-3.2604825,24.7134580,10.8005729,4.9802982,35.6114287,None,None
***,4.8739331,-1.1033476,30.3959273,-1.3427755,-3.2999177,21.7484944,7.7697479,1.8894347,32.5846687,None,None
***,2.4883507,-1.1453138,26.4040811,-2.2035268,-3.8038079,19.3310994,5.1949710,0.9068192,28.9020201,None,None
***,1.1249429,-0.8257803,23.0269235,-3.0382352,-4.8574057,17.4481401,3.5099925,1.0181928,25.4746362,None,None
***,0.4174559,-0.5640679,20.1287733,-4.0946984,-6.5674331,16.2198345,2.6359747,1.5562101,22.4718178,None,None
***,0.0616780,-0.4425193,17.6110416,-5.5716290,-9.0590492,15.9585154,2.3633614,2.2999700,19.8866176,None,None
***,-0.1340720,-0.4478739,15.4136597,-7.6143832,**********,17.2699453,2.5373482,3.2790870,17.7192164,None,None
***,-0.2788518,-0.5649842,13.4945699,**********,**********,20.9907024,3.1041369,4.6441431,16.0252169,None,None
***,-0.4380372,-0.8051324,11.8215293,**********,**********,27.3277310,4.1054283,6.6101702,14.9680452,None,None
***,-0.6632101,-1.2161573,10.3717216,**********,**********,34.0208815,5.6546292,9.3921603,14.9216033,None,None
***,-1.0144014,-1.8951360,9.1375606,**********,-8.2971905,37.0084823,7.8701092,12.9832008,16.6104457,None,None
***,-1.5808097,-3.0124258,8.1445266,-9.8798452,-3.1391629,35.3657527,10.6723405,16.5502430,21.0340736,None,None
***,-2.5057899,-4.8491586,7.5001935,-6.6276598,-0.7169362,31.6276178,13.3632670,17.7045316,28.3285594,None,None
***,-4.0170049,-7.8290115,7.5236192,-4.1541483,-0.2153320,27.7721811,14.4362420,13.9417700,35.4860115,None,None
***,-6.4380502,**********,9.0523076,-2.6530940,-0.5066203,24.3548998,12.7956273,7.0776717,37.8795667,None,None
***,**********,**********,13.9274843,-1.9174005,-1.0357088,21.3931392,9.3310531,1.8721334,35.3767696,None,None
***,**********,**********,24.4426685,-1.7016546,-1.6687615,18.8341505,5.8648725,-0.2222775,31.1937381,None,None
***,**********,**********,37.9259533,-1.8513931,-2.4676796,16.6523290,3.3753712,-0.5029113,27.2067232,None,None
***,**********,-6.7887148,43.4901311,-2.3182653,-3.5846994,14.8658128,1.9108785,-0.1773777,23.7660841,None,None
***,-9.8867824,2.2576477,39.1965821,-3.1469018,-5.2373325,13.5698668,1.1788648,0.2425177,20.8008780,None,None
***,-4.3724435,5.0187527,33.0450129,-4.4626296,-7.6982318,13.0213761,0.8968697,0.6470935,18.2251301,None,None
***,-0.6185727,5.1351143,28.3648830,-6.4459955,**********,13.8040820,0.8887530,1.0816313,15.9854650,None,None
***,1.5988544,4.9569244,24.9670037,-9.2190911,**********,17.0061915,1.0785337,1.6453656,14.0519666,None,None
***,2.9589479,5.2273895,22.4044676,**********,**********,23.7912267,1.4667193,2.4740639,12.4193497,None,None
***,4.0182895,6.1065380,20.5348726,**********,**********,32.9537747,2.1180618,3.7597818,11.1282607,None,None
***,5.1411138,7.6160190,19.4402575,**********,**********,38.8786067,3.1650711,5.7817251,10.3243607,None,None
***,6.5444512,9.7114448,19.3837198,**********,-2.9713957,38.0436228,4.8179285,8.9053319,10.3996310,None,None
***,8.3049717,12.1353888,20.7803872,-7.0762702,0.7891776,33.6651786,7.3388017,13.3923679,12.2723605,None,None
***,10.2707594,14.1297953,23.9706985,-3.7346811,1.6709981,29.1311546,10.8348542,18.5654395,17.6206848,None,None
***,11.9223132,14.3811553,28.5435275,-1.6280533,1.5141236,25.2984802,14.5855039,21.0449193,27.6189050,None,None
***,12.4654315,12.0040409,32.6914821,-0.4519626,1.2477896,22.0773445,16.3064926,15.8751087,38.2398085,None,None
***,11.4526498,8.0334488,34.2855181,0.1906601,1.1590740,19.3161091,13.9650415,5.6436196,41.2788682,None,None
***,9.3391491,4.6506153,33.0517354,0.5944126,1.3022786,16.9283049,9.0451180,-1.2169735,37.1586933,None,None
***,7.0696280,2.9074628,30.3247892,0.9483444,1.6980824,14.8693983,4.4486667,-3.3220718,31.7627842,None,None
***,5.3133846,2.5075411,27.2914016,1.3828624,2.4096216,13.1246809,1.3447547,-3.4104921,27.3583931,None,None
***,4.2692253,2.8711219,24.4684587,2.0171253,3.5754219,11.7226629,-0.4821741,-3.2290546,23.8913360,None,None
***,3.8772463,3.6686253,22.0241723,2.9983178,5.4327878,10.7840194,-1.5798518,-3.3763255,21.0752310,None,None
***,4.0299076,4.8293361,20.0505412,4.5311328,8.3170858,10.6420616,-2.4050264,-4.0127040,18.7905181,None,None
***,4.6685850,6.4263868,18.6841158,6.8717565,12.5168316,12.0897456,-3.2747489,-5.2214174,17.0567241,None,None
***,5.7966978,8.5620873,18.1808174,10.1733472,17.6019566,16.6459475,-4.4204105,-7.1200325,16.0345011,None,None
***,7.4351441,11.2039336,18.9771189,13.9238364,20.8140092,25.7309979,-6.0312060,-9.8196778,16.1016845,None,None
***,9.5020834,13.8755171,21.6258141,16.1407835,17.1849254,36.5796759,-8.2249821,**********,17.9458746,None,None
***,11.5983223,15.3127004,26.2751506,14.5456294,7.4500176,41.1649159,**********,**********,22.3778047,None,None
***,12.8727723,13.9289628,31.5988417,9.9558245,-0.1919991,37.9604159,**********,**********,29.1534808,None,None
***,12.4668967,9.8057304,34.8450088,5.2516995,-2.9373667,32.6007164,**********,**********,35.2629470,None,None
***,10.4438616,5.3970054,34.5580900,1.9295847,-3.2264144,28.0239880,**********,-6.7654279,36.9621225,None,None
***,7.8224603,2.7281923,31.9176127,-0.0543297,-3.0217386,24.4038159,-9.0215158,-2.2653841,34.5108912,None,None
***,5.5818663,1.8342062,28.6087450,-1.2173024,-3.0601483,21.4556469,-5.9038436,-0.4541971,30.6221846,None,None
***,4.1122737,1.9613654,25.4477395,-2.0294437,-3.5434832,19.0305895,-3.6821060,-0.2399572,26.8591130,None,None
***,3.3857445,2.5761121,22.6570534,-2.8218267,-4.5546282,17.1136861,-2.3996686,-0.6223628,23.5613359,None,None
***,3.2540103,3.4992041,20.2917518,-3.8323935,-6.2077174,15.8116904,-1.8156982,-1.1787210,20.7053890,None,None
***,3.6081005,4.7714110,18.4149293,-5.2599826,-8.6528022,15.4142143,-1.7018751,-1.8413952,18.2421771,None,None
***,4.4230559,6.5368594,17.1712965,-7.2677721,**********,16.5104021,-1.9310140,-2.7006809,16.1553558,None,None
***,5.7455002,8.9456652,16.8643688,-9.8636547,**********,19.9944992,-2.4794053,-3.9255688,14.4773342,None,None
***,7.6337904,11.9690863,18.0416516,**********,**********,26.3328110,-3.4129080,-5.7492532,13.3323126,None,None
***,10.0036635,14.9860675,21.4163573,**********,**********,33.5773770,-4.8745773,-8.4503639,13.0384303,None,None
***,12.3401239,16.3143650,27.1212644,**********,-9.0101271,37.3356807,-7.0480382,**********,14.2923370,None,None
***,13.5451110,14.0125239,33.2166509,**********,-3.3190456,36.0224661,-9.9999319,**********,18.2946040,None,None
***,12.6521425,8.7485063,36.1961716,-6.8724027,-0.5226066,32.2226526,**********,**********,25.9551454,None,None
***,10.0227259,3.9229250,34.9919250,-4.1900240,0.1239782,28.2256296,**********,**********,34.9632133,None,None
***,7.0214307,1.4640674,31.6307743,-2.5288668,-0.1132896,24.6947132,**********,-8.4268922,39.2707491,None,None
***,4.6638950,0.8606443,27.9692924,-1.6758670,-0.5836965,21.6436599,**********,-1.6695244,37.1324819,None,None
***,3.2076215,1.1265198,24.6483177,-1.3564296,-1.1090352,18.9999693,-6.1421114,1.2014244,32.5104311,None,None
***,2.5095191,1.7254916,21.7552016,-1.3854996,-1.7238914,16.7173555,-3.1044054,1.6894889,28.1294592,None,None
***,2.3635750,2.5199964,19.2762801,-1.6851291,-2.5499161,14.7822148,-1.2614351,1.4537050,24.4621887,None,None
***,2.6398364,3.5796911,17.2222996,-2.2681330,-3.7660824,13.2264587,-0.2480137,1.2203173,21.3649419,None,None
***,3.3106255,5.0758813,15.6697662,-3.2266466,-5.6191233,12.1743335,0.3158379,1.1906114,18.7015502,None,None
***,4.4393492,7.2329760,14.8235486,-4.7283090,-8.4183615,11.9543521,0.6964742,1.3993931,16.3983293,None,None
***,6.1506605,10.2422766,15.1345962,-6.9882519,**********,13.3132128,1.0646542,1.8744961,14.4187093,None,None
***,8.5407135,13.9634093,17.4280579,**********,**********,17.5996596,1.5450579,2.6970215,12.7575416,None,None
***,11.4192622,17.2103962,22.6620216,**********,**********,25.9327521,2.2619850,4.0305499,11.4624430,None,None
***,13.8636020,17.2562986,30.3716256,**********,**********,35.7528937,3.3767251,6.1416718,10.6979006,None,None
***,14.2840469,12.2930304,36.6756762,**********,-7.9408157,40.1457845,5.1117628,9.3776000,10.8962174,None,None
***,12.0133226,5.4472994,37.5972354,**********,-0.7953406,37.4994011,7.7200462,13.9256309,13.0384889,None,None
***,8.3858405,1.0661044,34.3619060,-5.7161328,2.0051790,32.5230328,11.2450660,18.8853747,18.7985224,None,None
***,5.1189396,-0.4153124,30.1304790,-2.5541181,2.3923888,28.0370788,14.8165613,20.6111644,28.9497071,None,None
***,2.9072671,-0.4566503,26.2781283,-0.6529097,2.1665088,24.3757885,16.0946636,14.7006665,38.7822212,None,None
***,1.6591980,-0.0810399,22.9676008,0.4246380,2.0587535,21.3273866,13.4095479,4.7931260,40.7847695,None,None
***,1.0636172,0.3340500,20.1078448,1.1013637,2.2720396,18.7447359,8.5334374,-1.3513807,36.4278860,None,None
***,0.8617399,0.7349510,17.6211176,1.6757947,2.8701775,16.5721479,4.1705420,-3.1172611,31.1842191,None,None
