1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
0.00945,0.00005,0.01151,0.00005,0.00995,-0.00020,0.02226,-0.00926,1.89935
0.00052,-0.00005,0.00064,-0.00005,0.00005,-0.00006,0.00128,-0.00016,1.87355
0.00003,-0.00000,0.00004,-0.00000,0.00000,-0.00000,0.00007,-0.00001,1.87208
0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,1.87199
0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,1.87199
