1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00988,0.00000,0.00162,0.00000,0.00990,-0.00013,0.00162,-0.00013,0.96271
0.00447,0.00020,0.00157,0.00020,0.00534,-0.01868,0.00157,-0.01868,0.83700
