 timestep, x_true, x_sim, x_da, v_true, v_sim, v_da, obs_data
0.0000000000000000,5.0000000000000000,4.0000000000000000,4.0086165703228334,0.0000000000000000,1.0000000000000000,1.0000000000000000,None
0.20000000000000001,4.9534035915099803,4.1565688841838195,4.1651051542605444,-0.48461502743959262,0.54483489305757071,0.54399974916488381,None
0.40000000000000002,4.8133007381486843,4.2234467185146078,5.0678996671165821,-0.93201531998916110,0.10520605323970854,-5.8308160378650664E-002,5.157
0.59999999999999998,4.5877767807243961,4.2044810025592891,5.0093676782047707,-1.3356489449494335,-0.31124167320859908,-0.54556999616592616,None
0.80000000000000004,4.2861117764947299,4.1049653029016016,4.6805259700272535,-1.6901897042645440,-0.69775217262443368,-0.92471935511610459,4.424
1.0000000000000000,3.9185317614963324,3.9314534995703574,4.4576536717563302,-1.9915702259332340,-1.0485382555593081,-1.3159763317550499,None
1.2000000000000000,3.4959559162929694,3.6915602187295229,4.0744532923495598,-2.2369887142378757,-1.3588384338402506,-1.6038436641568092,3.740
1.4000000000000001,3.0297447794522516,3.3937521191854496,3.7255836178271320,-2.4248907390591268,-1.6249505240439452,-1.8905356431079388,None
1.6000000000000001,2.5314543375606164,3.0471346100545476,3.2118270073651396,-2.5549278500151380,-1.8442427545018019,-2.0104623012387446,2.165
1.8000000000000000,2.0126004294267488,2.6612384030204472,2.7921749894058170,-2.6278951486976214,-2.0151434509164612,-2.1861101341776457,None
2.0000000000000000,1.4844374472416086,2.2458100531729150,2.3175383484847329,-2.6456502384490688,-2.1371107299248209,-2.2649490446667975,1.591
2.2000000000000002,0.95775481134707396,1.8106103266376010,1.8568892183970815,-2.6110161938998533,-2.2105839361184492,-2.3367487273449146,None
2.3999999999999999,0.44269415068171253,1.3652238610145240,1.3834028381572336,-2.5276713511728843,-2.2369188129427093,-2.3407161629788380,0.281
2.6000000000000001,-5.1410449297316779E-002,0.91888316650714430,0.91677202638651145,-2.4000288148624924,-2.2183085995329543,-2.3168643832496438,None
2.8000000000000003,-0.51616735282625403,0.48030956229805133,0.45386728929150211,-2.2331086113976331,-2.1576933930510722,-2.2720913053415903,-0.872
3.0000000000000000,-0.94423624025717490,5.7573165032881554E-002,9.2017360557344885E-003,-2.0324053930965502,-2.0586602097002595,-2.1627764773603113,None
3.2000000000000002,-1.3294103148822987,-0.34202644511538122,-0.43506770616032575,-1.8037545169761402,-1.9253362185945078,-2.0515753435631146,-1.386
3.3999999999999999,-1.6666717835611506,-0.71205775008703154,-0.82870288421500449,-1.5531991919047174,-1.7622776132645701,-1.8709811563701431,None
3.6000000000000001,-1.9522210673136526,-1.0470323688920793,-1.2241199846384669,-1.2868612123971013,-1.5743565288680643,-1.6910887922963473,-1.966
3.8000000000000003,-2.1834806819532862,-1.3424575122742846,-1.5405228822620547,-1.0108175832208539,-1.3666483129538434,-1.4583404264978406,None
4.0000000000000000,-2.3590751667276129,-1.5948660964227586,-1.8459323441318662,-0.73098509239832088,-1.1443213183519787,-1.2221169252356319,-2.330
4.2000000000000002,-2.4787888249463306,-1.8018252128367409,-2.0656320715244272,-0.45301461780080093,-0.91253121336600407,-0.96074361534994912,None
4.4000000000000004,-2.5435033701912206,-1.9619240317096902,-2.2326181817715511,-0.18219666110820859,-0.67632160225779714,-0.69571201113273407,None
4.6000000000000005,-2.5551178417535292,-2.0747425537225648,-2.3466727821575946,7.6620700799360356E-002,-0.44053252361529538,-0.43237811119221514,None
4.7999999999999998,-2.5164533616065037,-2.1408029158215309,-2.4086182495355062,0.31910056634082984,-0.20971815128773849,-0.17575764720419101,None
5.0000000000000000,-2.4311454519645026,-2.1615051974454360,-2.4202415763741629,0.54147208968459526,1.1925232116925342E-002,6.9551783281423168E-002,None
5.2000000000000002,-2.3035267180087140,-2.1390498629429162,-2.3842043276013514,0.74057122133986830,0.22062018003093400,0.29943599748581867,None
5.4000000000000004,-2.1385027265244756,-2.0763491128643059,-2.3039407821916367,0.91386732911182134,0.41305739747797876,0.51031637610659142,None
5.6000000000000005,-1.9414238808945761,-1.9769295017729560,-2.1835469151829656,1.0594759926432460,0.58643313705286859,0.69918862096557632,None
5.7999999999999998,-1.7179560099547291,-1.8448282145270940,-2.0276629012856948,1.1761585164082846,0.73847463310467354,0.86364813736200308,None
6.0000000000000000,-1.4739522572721773,-1.6844853788773042,-1.8413517932056851,1.2633089326489126,0.86745376658256146,1.0019023156966309,None
6.2000000000000002,-1.2153286837531143,-1.5006347327573828,-1.6299769498544308,1.3209294643872331,0.97218937048562881,1.1127702255552614,None
6.4000000000000004,-0.94794578594164014,-1.2981948635752583,-1.3990806661409132,1.3495955870548690,1.0520387829021483,1.1956704504071112,None
6.6000000000000005,-0.67749789114683501,-1.0821630984852424,-1.1542662920418139,1.3504119639194381,1.1068794285765133,1.2505979795682740,None
6.7999999999999998,-0.40941212506960473,-0.85751395386650253,-0.90108592963801393,1.3249606345270470,1.1370813587509596,1.2780912339616846,None
7.0000000000000000,-0.14875836444242058,-0.62910385422159332,-0.64493556865895119,1.2752429066691409,1.1434718012471223,1.2791904320100400,None
7.2000000000000002,9.9828707143797379E-002,-0.40158361085169236,-0.39095926989395208,1.2036164414168229,1.1272928675322340,1.2553886009321507,None
7.4000000000000004,0.33221462121396023,-0.17931991448422752,-0.14396373781012994,1.1127290286384857,1.0901536305901967,1.2085766066265144,None
7.6000000000000005,0.54481670307326024,3.3673150953648937E-002,9.1655654970083503E-002,1.0054505287623929,1.0339778270760518,1.1409836126795976,None
